date,season,session,type,team,player,position,trade_partner,assets_sent,assets_received,notes,raw_message,needs_review
2024-06-10,11,9,trade,SUN Sunnydale Slayers,,,CAR Carolina Reapers,"Lucas Dame, S11 first round pick",Kries von Kriestalhauser,,"## Session 9 Transactions

:POR: Portland Pioneers sign 2B/UTIL **Lars Nootbaar Jr**

:SUN: Sunnydale Slayers receive: Kries von Kriestalhauser
:CAR: Carolina Reapers receive: Lucas Dame, S11 first round pick

:SMD: Sopher Mcdophers release CF **Texan Two Gloves**

:MIA: Miami Fuego P **Tucker Doubt** retires",
2024-06-10,11,9,trade,CAR Carolina Reapers,,,SUN Sunnydale Slayers,Kries von Kriestalhauser,"Lucas Dame, S11 first round pick",,"## Session 9 Transactions

:POR: Portland Pioneers sign 2B/UTIL **Lars Nootbaar Jr**

:SUN: Sunnydale Slayers receive: Kries von Kriestalhauser
:CAR: Carolina Reapers receive: Lucas Dame, S11 first round pick

:SMD: Sopher Mcdophers release CF **Texan Two Gloves**

:MIA: Miami Fuego P **Tucker Doubt** retires",
2024-06-10,11,9,sign,Portland Pioneers,2B/UTIL Lars Nootbaar Jr,,,,,,"## Session 9 Transactions

:POR: Portland Pioneers sign 2B/UTIL **Lars Nootbaar Jr**

:SUN: Sunnydale Slayers receive: Kries von Kriestalhauser
:CAR: Carolina Reapers receive: Lucas Dame, S11 first round pick

:SMD: Sopher Mcdophers release CF **Texan Two Gloves**

:MIA: Miami Fuego P **Tucker Doubt** retires",
2024-06-10,11,9,release,Sopher Mcdophers,CF Texan Two Gloves,,,,,,"## Session 9 Transactions

:POR: Portland Pioneers sign 2B/UTIL **Lars Nootbaar Jr**

:SUN: Sunnydale Slayers receive: Kries von Kriestalhauser
:CAR: Carolina Reapers receive: Lucas Dame, S11 first round pick

:SMD: Sopher Mcdophers release CF **Texan Two Gloves**

:MIA: Miami Fuego P **Tucker Doubt** retires",
2024-06-10,11,9,retirement,MIA,Miami Fuego P Tucker Doubt,,,,,,"## Session 9 Transactions

:POR: Portland Pioneers sign 2B/UTIL **Lars Nootbaar Jr**

:SUN: Sunnydale Slayers receive: Kries von Kriestalhauser
:CAR: Carolina Reapers receive: Lucas Dame, S11 first round pick

:SMD: Sopher Mcdophers release CF **Texan Two Gloves**

:MIA: Miami Fuego P **Tucker Doubt** retires",
2024-06-25,11,10,trade,OGO Ogaki Oni,,,KC Kansas City Kitties,Mr. Plow,"KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson",,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-06-25,11,10,trade,KC Kansas City Kitties,,,OGO Ogaki Oni,"KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson",Mr. Plow,,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-06-25,11,10,trade,OGO Ogaki Oni,,,,,SUN 1st round pick,3-way trade - verify assets manually,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",Y
2024-06-25,11,10,trade,CAR Carolina Reapers,,,,,Pope Coswi,3-way trade - verify assets manually,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",Y
2024-06-25,11,10,trade,OGO Ogaki Oni,,,,,BBEG 2nd round pick,3-way trade - verify assets manually,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",Y
2024-06-25,11,10,trade,MIA Miami Fuego,,,,,Six,3-way trade - verify assets manually,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",Y
2024-06-25,11,10,gm_change,CAR,Pope Coswi,,,,,Pope Coswi named co-GM,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-06-25,11,10,sign,Portland Pioneers,RF Jerk McGurkin,,,,,,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-06-25,11,10,gm_change,OGO,Gnome Chomsky,,,,,Gnome Chomsky named co-GM,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-06-25,11,10,unretire,OGO,Petra,,,,,,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-06-25,11,10,sign,Raccoon City Outbreak,CF Dakota Carolina Montana,,,,,,"## Session 10 Transactions

:OGO: Ogaki Oni receive: KC 1st round pick, KC 2nd round pick, Borg Torbjorgsson
:KC: Kansas City Kitties receive: Mr. Plow

:OGO: Ogaki Oni receive: SUN 1st round pick
:CAR: Carolina Reapers receive: Pope Coswi

:CAR: **Pope Coswi** named co-GM

:POR: Portland Pioneers sign RF **Jerk McGurkin**

:OGO: Ogaki Oni receive: BBEG 2nd round pick
:MIA: Miami Fuego receive: Six

:OGO: **Gnome Chomsky** named co-GM
:OGO: **Petra** un-retires as a player

:RC: Raccoon City Outbreak sign CF **Dakota Carolina Montana**",
2024-07-22,11,12,release,Carolina Reapers,Lucas Dame,who is also permanently banned,,,,,"## Session 12 Transactions

:CAR: Carolina Reapers release **Lucas Dame** (who is also permanently banned)

:OGO: Ogaki Oni sign P **Otto Beebe**
:OGO: Ogaki Oni sign SS/UTIL **Swiffer Sweeper**

:HFX: Halifax Helmsmen promote **Cash Considerations** to co-GM

:ASS: Aruba Sea Serpents sign P **Sterling Turlington**",
2024-07-22,11,12,sign,Ogaki Oni,P Otto Beebe,,,,,,"## Session 12 Transactions

:CAR: Carolina Reapers release **Lucas Dame** (who is also permanently banned)

:OGO: Ogaki Oni sign P **Otto Beebe**
:OGO: Ogaki Oni sign SS/UTIL **Swiffer Sweeper**

:HFX: Halifax Helmsmen promote **Cash Considerations** to co-GM

:ASS: Aruba Sea Serpents sign P **Sterling Turlington**",
2024-07-22,11,12,sign,Ogaki Oni,SS/UTIL Swiffer Sweeper,,,,,,"## Session 12 Transactions

:CAR: Carolina Reapers release **Lucas Dame** (who is also permanently banned)

:OGO: Ogaki Oni sign P **Otto Beebe**
:OGO: Ogaki Oni sign SS/UTIL **Swiffer Sweeper**

:HFX: Halifax Helmsmen promote **Cash Considerations** to co-GM

:ASS: Aruba Sea Serpents sign P **Sterling Turlington**",
2024-07-22,11,12,gm_change,HFX,Halifax Helmsmen,,,,,Halifax Helmsmen promote Cash Considerations to co-GM,"## Session 12 Transactions

:CAR: Carolina Reapers release **Lucas Dame** (who is also permanently banned)

:OGO: Ogaki Oni sign P **Otto Beebe**
:OGO: Ogaki Oni sign SS/UTIL **Swiffer Sweeper**

:HFX: Halifax Helmsmen promote **Cash Considerations** to co-GM

:ASS: Aruba Sea Serpents sign P **Sterling Turlington**",
2024-07-22,11,12,sign,Aruba Sea Serpents,P Sterling Turlington,,,,,,"## Session 12 Transactions

:CAR: Carolina Reapers release **Lucas Dame** (who is also permanently banned)

:OGO: Ogaki Oni sign P **Otto Beebe**
:OGO: Ogaki Oni sign SS/UTIL **Swiffer Sweeper**

:HFX: Halifax Helmsmen promote **Cash Considerations** to co-GM

:ASS: Aruba Sea Serpents sign P **Sterling Turlington**",
2024-10-01,12,,release,Raccoon City Outbreak,C/CINF Derek Bongiovanni,,,,,,":RC: Raccoon City Outbreak release C/CINF **Derek Bongiovanni**
:RC: Raccoon City Outbreak P **Vis Pacifiera** retires
:RC: Raccoon City RF **Bob Ross** retires
:RC: Raccoon City P **Richard Nixon** retires
:RC: Raccoon City LF **Rocco Rudnikov** retires
:RC: Raccoon City SS/UTIL **Emerson Austin Jr.** retires
:RC: Build / Position Changes: Guy LeDouche, Dakota Carolina Montana

:SMD: Sopher McDophers name **Dingers McGee** to co-GM

:REK: Reykjavik Valkyries release P **Joey Wheeler**

:HFX: Halifax Highlanders release LF **Donny Doubleday**
:HFX: Build / Position Changes: Strawberry Jones

:ACP: **Eir Thorson** unretires as 1B/UTIL
:ACP: Build / Position Changes: Nathaniel Swenson

:CAR: Carolina Reapers release **Meerkat Preller**
:CAR: Carolina Reapers SS/UTIL **JP Panik** retires
:CAR:Carolina Reapers P **LeCarpetron Dukemarriot** retires
:CAR: Build / Position Changes: Toastman, Doc Dockerson, Ryan Sir-Wondery, Sander Entman

:MIA: **Bob Winn** retires as a Player

:ASS: Aruba Sea Serpents release **Scherbie Fully-Loaded**
:ASS: Build / Position Changes: Captain Trash

:BBEG: Baldur's Gate Beholders name **Ecpliptic Astrum** to co-GM
:BBEG: Build / Position Changes: Pel OQuinn, Cormac Goldhammer

:SUN: **Master Cashier** retires (as a player)
:SUN: Build / Position Changes: Assassin Xekutioner, Johnny B. Goode

:RLY: Build / Position Changes: Goaty McGoatface, JZ, Stu Pundous (x2)

:KC: Kansas City Kitties release RF **Antwan Zella**
:KC: Kansas City Kitties release P **Virgil Aegis-Gunther**
:KC: Build / Position Changes: Princess Peach

:POR: Build / Position Changes: Jerk McGurkin, Lars Nootbaar Jr",
2024-10-01,12,,retirement,RC,Raccoon City Outbreak P Vis Pacifiera,,,,,,":RC: Raccoon City Outbreak release C/CINF **Derek Bongiovanni**
:RC: Raccoon City Outbreak P **Vis Pacifiera** retires
:RC: Raccoon City RF **Bob Ross** retires
:RC: Raccoon City P **Richard Nixon** retires
:RC: Raccoon City LF **Rocco Rudnikov** retires
:RC: Raccoon City SS/UTIL **Emerson Austin Jr.** retires
:RC: Build / Position Changes: Guy LeDouche, Dakota Carolina Montana

:SMD: Sopher McDophers name **Dingers McGee** to co-GM

:REK: Reykjavik Valkyries release P **Joey Wheeler**

:HFX: Halifax Highlanders release LF **Donny Doubleday**
:HFX: Build / Position Changes: Strawberry Jones

:ACP: **Eir Thorson** unretires as 1B/UTIL
:ACP: Build / Position Changes: Nathaniel Swenson

:CAR: Carolina Reapers release **Meerkat Preller**
:CAR: Carolina Reapers SS/UTIL **JP Panik** retires
:CAR:Carolina Reapers P **LeCarpetron Dukemarriot** retires
:CAR: Build / Position Changes: Toastman, Doc Dockerson, Ryan Sir-Wondery, Sander Entman

:MIA: **Bob Winn** retires as a Player

:ASS: Aruba Sea Serpents release **Scherbie Fully-Loaded**
:ASS: Build / Position Changes: Captain Trash

:BBEG: Baldur's Gate Beholders name **Ecpliptic Astrum** to co-GM
:BBEG: Build / Position Changes: Pel OQuinn, Cormac Goldhammer

:SUN: **Master Cashier** retires (as a player)
:SUN: Build / Position Changes: Assassin Xekutioner, Johnny B. Goode

:RLY: Build / Position Changes: Goaty McGoatface, JZ, Stu Pundous (x2)

:KC: Kansas City Kitties release RF **Antwan Zella**
:KC: Kansas City Kitties release P **Virgil Aegis-Gunther**
:KC: Build / Position Changes: Princess Peach

:POR: Build / Position Changes: Jerk McGurkin, Lars Nootbaar Jr",
2024-10-01,12,,retirement,RC,Raccoon City RF Bob Ross,,,,,,":RC: Raccoon City Outbreak release C/CINF **Derek Bongiovanni**
:RC: Raccoon City Outbreak P **Vis Pacifiera** retires
:RC: Raccoon City RF **Bob Ross** retires
:RC: Raccoon City P **Richard Nixon** retires
:RC: Raccoon City LF **Rocco Rudnikov** retires
:RC: Raccoon City SS/UTIL **Emerson Austin Jr.** retires
:RC: Build / Position Changes: Guy LeDouche, Dakota Carolina Montana

:SMD: Sopher McDophers name **Dingers McGee** to co-GM

:REK: Reykjavik Valkyries release P **Joey Wheeler**

:HFX: Halifax Highlanders release LF **Donny Doubleday**
:HFX: Build / Position Changes: Strawberry Jones

:ACP: **Eir Thorson** unretires as 1B/UTIL
:ACP: Build / Position Changes: Nathaniel Swenson

:CAR: Carolina Reapers release **Meerkat Preller**
:CAR: Carolina Reapers SS/UTIL **JP Panik** retires
:CAR:Carolina Reapers P **LeCarpetron Dukemarriot** retires
:CAR: Build / Position Changes: Toastman, Doc Dockerson, Ryan Sir-Wondery, Sander Entman

:MIA: **Bob Winn** retires as a Player

:ASS: Aruba Sea Serpents release **Scherbie Fully-Loaded**
:ASS: Build / Position Changes: Captain Trash

:BBEG: Baldur's Gate Beholders name **Ecpliptic Astrum** to co-GM
:BBEG: Build / Position Changes: Pel OQuinn, Cormac Goldhammer

:SUN: **Master Cashier** retires (as a player)
:SUN: Build / Position Changes: Assassin Xekutioner, Johnny B. Goode

:RLY: Build / Position Changes: Goaty McGoatface, JZ, Stu Pundous (x2)

:KC: Kansas City Kitties release RF **Antwan Zella**
:KC: Kansas City Kitties release P **Virgil Aegis-Gunther**
:KC: Build / Position Changes: Princess Peach

:POR: Build / Position Changes: Jerk McGurkin, Lars Nootbaar Jr",
2024-10-01,12,,retirement,RC,Raccoon City P Richard Nixon,,,,,,":RC: Raccoon City Outbreak release C/CINF **Derek Bongiovanni**
:RC: Raccoon City Outbreak P **Vis Pacifiera** retires
:RC: Raccoon City RF **Bob Ross** retires
:RC: Raccoon City P **Richard Nixon** retires
:RC: Raccoon City LF **Rocco Rudnikov** retires
:RC: Raccoon City SS/UTIL **Emerson Austin Jr.** retires
:RC: Build / Position Changes: Guy LeDouche, Dakota Carolina Montana

:SMD: Sopher McDophers name **Dingers McGee** to co-GM

:REK: Reykjavik Valkyries release P **Joey Wheeler**

:HFX: Halifax Highlanders release LF **Donny Doubleday**
:HFX: Build / Position Changes: Strawberry Jones

:ACP: **Eir Thorson** unretires as 1B/UTIL
:ACP: Build / Position Changes: Nathaniel Swenson

:CAR: Carolina Reapers release **Meerkat Preller**
:CAR: Carolina Reapers SS/UTIL **JP Panik** retires
:CAR:Carolina Reapers P **LeCarpetron Dukemarriot** retires
:CAR: Build / Position Changes: Toastman, Doc Dockerson, Ryan Sir-Wondery, Sander Entman

:MIA: **Bob Winn** retires as a Player

:ASS: Aruba Sea Serpents release **Scherbie Fully-Loaded**
:ASS: Build / Position Changes: Captain Trash

:BBEG: Baldur's Gate Beholders name **Ecpliptic Astrum** to co-GM
:BBEG: Build / Position Changes: Pel OQuinn, Cormac Goldhammer

:SUN: **Master Cashier** retires (as a player)
:SUN: Build / Position Changes: Assassin Xekutioner, Johnny B. Goode

:RLY: Build / Position Changes: Goaty McGoatface, JZ, Stu Pundous (x2)

:KC: Kansas City Kitties release RF **Antwan Zella**
:KC: Kansas City Kitties release P **Virgil Aegis-Gunther**
:KC: Build / Position Changes: Princess Peach

:POR: Build / Position Changes: Jerk McGurkin, Lars Nootbaar Jr",
2024-10-01,12,,retirement,RC,Raccoon City LF Rocco Rudnikov,,,,,,":RC: Raccoon City Outbreak release C/CINF **Derek Bongiovanni**
:RC: Raccoon City Outbreak P **Vis Pacifiera** retires
:RC: Raccoon City RF **Bob Ross** retires
:RC: Raccoon City P **Richard Nixon** retires
:RC: Raccoon City LF **Rocco Rudnikov** retires
:RC: Raccoon City SS/UTIL **Emerson Austin Jr.** retires
:RC: Build / Position Changes: Guy LeDouche, Dakota Carolina Montana

:SMD: Sopher McDophers name **Dingers McGee** to co-GM

:REK: Reykjavik Valkyries release P **Joey Wheeler**

:HFX: Halifax Highlanders release LF **Donny Doubleday**
:HFX: Build / Position Changes: Strawberry Jones

:ACP: **Eir Thorson** unretires as 1B/UTIL
:ACP: Build / Position Changes: Nathaniel Swenson

:CAR: Carolina Reapers release **Meerkat Preller**
:CAR: Carolina Reapers SS/UTIL **JP Panik** retires
:CAR:Carolina Reapers P **LeCarpetron Dukemarriot** retires
:CAR: Build / Position Changes: Toastman, Doc Dockerson, Ryan Sir-Wondery, Sander Entman

:MIA: **Bob Winn** retires as a Player

:ASS: Aruba Sea Serpents release **Scherbie Fully-Loaded**
:ASS: Build / Position Changes: Captain Trash

:BBEG: Baldur's Gate Beholders name **Ecpliptic Astrum** to co-GM
:BBEG: Build / Position Changes: Pel OQuinn, Cormac Goldhammer

:SUN: **Master Cashier** retires (as a player)
:SUN: Build / Position Changes: Assassin Xekutioner, Johnny B. Goode

:RLY: Build / Position Changes: Goaty McGoatface, JZ, Stu Pundous (x2)

:KC: Kansas City Kitties release RF **Antwan Zella**
:KC: Kansas City Kitties release P **Virgil Aegis-Gunther**
:KC: Build / Position Changes: Princess Peach

:POR: Build / Position Changes: Jerk McGurkin, Lars Nootbaar Jr",
2024-10-01,12,,retirement,RC,Raccoon City SS/UTIL Emerson Austin Jr.,,,,,,":RC: Raccoon City Outbreak release C/CINF **Derek Bongiovanni**
:RC: Raccoon City Outbreak P **Vis Pacifiera** retires
:RC: Raccoon City RF **Bob Ross** retires
:RC: Raccoon City P **Richard Nixon** retires
:RC: Raccoon City LF **Rocco Rudnikov** retires
:RC: Raccoon City SS/UTIL **Emerson Austin Jr.** retires
:RC: Build / Position Changes: Guy LeDouche, Dakota Carolina Montana

:SMD: Sopher McDophers name **Dingers McGee** to co-GM

:REK: Reykjavik Valkyries release P **Joey Wheeler**

:HFX: Halifax Highlanders release LF **Donny Doubleday**
:HFX: Build / Position Changes: Strawberry Jones

:ACP: **Eir Thorson** unretires as 1B/UTIL
:ACP: Build / Position Changes: Nathaniel Swenson

:CAR: Carolina Reapers release **Meerkat Preller**
:CAR: Carolina Reapers SS/UTIL **JP Panik** retires
:CAR:Carolina Reapers P **LeCarpetron Dukemarriot** retires
:CAR: Build / Position Changes: Toastman, Doc Dockerson, Ryan Sir-Wondery, Sander Entman

:MIA: **Bob Winn** retires as a Player

:ASS: Aruba Sea Serpents release **Scherbie Fully-Loaded**
:ASS: Build / Position Changes: Captain Trash

:BBEG: Baldur's Gate Beholders name **Ecpliptic Astrum** to co-GM
:BBEG: Build / Position Changes: Pel OQuinn, Cormac Goldhammer

:SUN: **Master Cashier** retires (as a player)
:SUN: Build / Position Changes: Assassin Xekutioner, Johnny B. Goode

:RLY: Build / Position Changes: Goaty McGoatface, JZ, Stu Pundous (x2)

:KC: Kansas City Kitties release RF **Antwan Zella**
:KC: Kansas City Kitties release P **Virgil Aegis-Gunther**
:KC: Build / Position Changes: Princess Peach

:POR: Build / Position Changes: Jerk McGurkin, Lars Nootbaar Jr",
